province,crop_type,soil_type,season_rainfall_mm,avg_temp_c,soil_moisture_pct,irrigation_mm,fertilizer_kg_ha,pest_pressure_index,farm_size_ha,yield_tons_per_ha
Limpopo,Wheat,Sandy,687.1,23.4,33.8,179.3,101.4,1.13,5.8,4.54
Mpumalanga,Wheat,Sandy Loam,832.5,19.6,44.3,29.5,264.8,2.56,16.9,5.36
Limpopo,Wheat,Loam,821.8,23.3,43.9,3.0,215.1,5.95,31.6,5.71
North West,Soybean,Sandy Loam,605.2,24.7,31.1,207.5,228.3,4.79,21.0,3.94
Mpumalanga,Sunflower,Sandy Loam,336.5,18.3,21.1,232.0,137.4,1.52,1.2,2.35
North West,Wheat,Sandy Loam,602.2,20.2,41.4,177.8,271.9,0.85,18.2,4.76
North West,Wheat,Loam,422.4,21.2,19.9,0.0,20.0,2.67,66.6,2.61
Mpumalanga,Maize,Sandy,676.1,22.1,35.8,26.8,164.9,1.74,6.3,5.86
Mpumalanga,Sunflower,Sandy Loam,241.0,17.2,14.2,183.0,138.0,3.25,64.5,1.87
Mpumalanga,Sunflower,Loam,686.7,21.6,41.5,254.1,192.9,2.69,75.7,3.92
Limpopo,Soybean,Sandy Loam,577.5,19.1,29.0,54.0,235.7,1.29,14.6,4.39
Mpumalanga,Sunflower,Sandy Loam,629.8,16.8,30.7,55.3,34.7,5.11,52.9,2.14
Limpopo,Maize,Sandy Loam,243.0,19.7,13.9,134.6,201.4,1.4,1.7,5.02
Free State,Sunflower,Sandy,635.2,21.9,41.7,219.4,81.7,1.55,41.4,3.01
Free State,Wheat,Sandy Loam,270.6,18.1,9.7,69.0,120.4,4.56,67.1,2.74
Free State,Soybean,Loam,383.9,21.7,24.5,120.8,109.8,1.95,53.9,2.65
North West,Sunflower,Sandy,573.1,19.6,23.8,84.0,147.7,2.27,16.6,2.17
Limpopo,Wheat,Clay,539.2,23.7,31.2,191.1,110.3,2.62,8.7,4.12
Mpumalanga,Sunflower,Sandy,311.3,21.6,16.0,116.5,220.6,1.56,11.4,2.07
KwaZulu-Natal,Maize,Sandy,365.2,24.4,14.3,71.7,126.7,3.79,25.9,3.61
KwaZulu-Natal,Sunflower,Clay,316.9,29.4,9.6,69.8,257.7,4.11,56.0,1.22
North West,Maize,Clay,440.3,24.1,15.7,0.0,197.8,1.01,32.6,5.48
North West,Maize,Sandy,785.4,27.2,37.7,113.0,88.1,1.32,35.1,6.52
Free State,Maize,Sandy Loam,726.0,17.1,31.6,157.6,266.9,4.11,23.2,8.34
Limpopo,Soybean,Sandy Loam,637.4,26.0,29.5,0.0,239.5,5.77,15.9,3.71
Free State,Wheat,Clay,679.7,22.2,40.1,87.2,110.2,1.64,3.9,3.94
North West,Maize,Sandy,300.4,19.2,5.0,238.6,177.7,5.12,73.6,4.18
KwaZulu-Natal,Soybean,Sandy Loam,861.4,24.0,47.7,355.9,297.9,0.39,10.1,6.13
Mpumalanga,Sunflower,Sandy,496.9,18.6,30.0,127.6,232.9,3.67,14.2,2.65
Limpopo,Sunflower,Sandy Loam,583.8,20.0,33.0,77.2,176.4,2.66,3.1,2.16
KwaZulu-Natal,Sunflower,Sandy,453.0,25.1,33.4,170.0,249.7,2.08,63.8,2.7
KwaZulu-Natal,Maize,Loam,541.8,26.5,23.8,98.0,226.3,6.59,24.8,6.79
Free State,Soybean,Sandy,620.0,24.8,36.1,131.6,175.7,3.05,57.2,2.61
North West,Sunflower,Loam,507.3,22.2,32.5,37.0,197.4,0.97,1.0,2.65
KwaZulu-Natal,Sunflower,Sandy Loam,350.0,22.0,19.3,0.0,167.3,0.68,39.9,2.1
Limpopo,Soybean,Sandy Loam,234.3,19.1,13.8,130.5,194.2,0.45,7.7,2.53
KwaZulu-Natal,Wheat,Sandy,427.0,23.1,24.4,47.0,165.8,3.53,1.0,3.06
Limpopo,Sunflower,Sandy Loam,351.5,29.6,20.2,77.1,116.4,1.94,15.8,1.39
Free State,Maize,Clay,716.3,20.9,46.9,208.1,228.2,2.71,1.0,7.12
North West,Wheat,Clay,290.6,22.5,5.0,198.4,238.4,5.69,26.4,2.82
KwaZulu-Natal,Sunflower,Sandy Loam,798.0,21.9,37.7,165.0,150.0,2.54,6.0,3.7
Limpopo,Soybean,Sandy,601.8,22.9,32.3,158.9,289.4,5.18,13.6,3.36
KwaZulu-Natal,Wheat,Sandy Loam,603.2,19.4,34.5,131.4,186.1,0.17,31.7,4.32
Mpumalanga,Wheat,Sandy,662.0,27.4,35.7,160.1,163.9,2.56,22.4,3.62
Free State,Wheat,Loam,640.8,19.4,44.1,134.3,145.1,3.92,15.4,4.61
Mpumalanga,Sunflower,Sandy Loam,556.2,22.9,29.0,187.1,248.1,4.7,23.4,3.13
Free State,Sunflower,Sandy,532.2,28.1,22.2,105.0,198.2,2.73,23.8,2.29
North West,Sunflower,Sandy Loam,366.9,12.0,26.7,167.5,58.2,2.65,2.7,1.32
Mpumalanga,Soybean,Sandy Loam,495.0,25.7,20.3,95.9,111.2,1.94,15.4,3.55
North West,Sunflower,Clay,791.3,28.7,44.4,133.0,168.6,1.02,11.8,3.27
Free State,Maize,Sandy Loam,559.1,20.5,29.9,114.1,208.2,3.87,10.1,6.59
Free State,Maize,Clay,496.7,15.8,27.1,93.7,175.3,0.3,30.2,6.07
Free State,Sunflower,Loam,316.1,23.2,13.9,200.7,164.5,1.53,10.7,2.63
Limpopo,Sunflower,Clay,483.3,25.0,19.2,228.2,194.9,4.2,7.7,2.28
North West,Sunflower,Sandy Loam,433.1,22.0,16.8,160.5,156.9,3.42,3.9,2.22
Free State,Wheat,Sandy,357.8,26.5,21.9,88.9,117.5,2.87,16.2,2.15
Mpumalanga,Sunflower,Sandy Loam,206.6,24.1,14.5,101.5,247.9,2.21,73.2,2.27
Mpumalanga,Wheat,Sandy,592.1,19.6,27.4,152.6,202.9,1.0,1.3,3.88
Mpumalanga,Sunflower,Sandy,417.5,20.2,,102.2,115.1,0.56,2.3,2.21
North West,Sunflower,Sandy Loam,843.3,17.5,44.0,74.4,157.7,2.17,9.7,3.12
Free State,Sunflower,Clay,761.6,19.7,42.8,177.2,266.3,4.02,8.5,3.72
Mpumalanga,Wheat,Clay,494.4,22.1,26.4,103.7,82.7,1.61,1.8,3.0
Free State,Wheat,Sandy Loam,333.8,27.6,24.0,136.9,179.4,1.49,57.7,2.68
Mpumalanga,Wheat,Loam,390.1,20.8,19.4,21.1,259.4,1.89,2.8,4.23
Mpumalanga,Wheat,Loam,610.6,19.8,39.8,53.6,199.4,1.22,3.1,5.1
Free State,Maize,Clay,662.5,19.0,34.2,143.1,163.7,1.77,9.3,7.25
Free State,Soybean,Sandy,333.9,22.7,24.3,73.6,227.4,2.98,7.5,2.12
KwaZulu-Natal,Maize,Sandy,437.0,23.2,19.6,56.2,233.8,4.13,17.4,4.27
KwaZulu-Natal,Sunflower,Loam,669.6,23.3,33.8,38.9,229.8,3.23,26.7,2.79
Limpopo,Wheat,Clay,659.8,25.8,35.0,0.0,197.7,1.74,19.4,3.8
North West,Sunflower,Loam,664.6,27.3,29.9,196.8,197.4,3.39,19.0,3.59
Free State,Wheat,Loam,348.0,21.3,20.1,23.7,152.0,0.22,36.2,3.36
KwaZulu-Natal,Soybean,Sandy,302.6,20.2,12.5,52.2,147.4,2.13,4.5,1.68
Limpopo,Wheat,Sandy,503.4,17.7,29.2,222.7,133.9,2.76,4.4,3.45
North West,Wheat,Sandy,776.5,28.4,41.0,115.7,253.2,1.97,6.3,4.51
Free State,Soybean,Sandy,557.5,18.2,27.0,11.4,220.5,3.88,63.0,2.22
Mpumalanga,Soybean,Clay,661.8,24.1,40.1,55.6,195.0,1.54,57.8,4.03
Free State,Wheat,Sandy,613.9,21.7,40.5,96.8,192.3,3.04,1.0,4.28
Limpopo,Sunflower,Loam,506.3,24.4,28.4,94.8,137.4,1.76,22.9,2.86
Limpopo,Wheat,Loam,740.5,23.0,44.8,98.1,193.3,0.62,27.8,5.4
North West,Sunflower,Loam,530.3,21.3,34.2,43.0,161.8,1.46,1.3,2.59
Limpopo,Sunflower,Sandy Loam,467.7,21.8,26.3,134.8,105.5,2.13,6.3,2.4
KwaZulu-Natal,Soybean,Clay,582.6,27.5,27.3,163.6,237.2,1.4,17.5,3.4
Mpumalanga,Maize,Clay,432.7,28.7,22.2,143.3,170.9,0.67,22.1,5.31
KwaZulu-Natal,Maize,Loam,512.5,25.6,30.6,78.0,194.0,0.97,137.3,6.84
KwaZulu-Natal,Maize,Clay,608.8,26.5,30.7,142.8,183.6,1.52,28.6,6.68
Free State,Sunflower,Clay,210.2,25.9,13.0,308.5,77.4,1.68,13.9,2.08
KwaZulu-Natal,Wheat,Sandy,465.9,21.1,,95.4,191.4,1.51,18.4,3.33
KwaZulu-Natal,Soybean,Loam,523.2,25.6,21.7,169.4,249.0,4.23,40.6,10.68
Free State,Sunflower,Sandy,593.2,17.1,34.7,97.7,303.4,1.63,6.3,2.9
Mpumalanga,Soybean,Loam,700.0,27.5,,103.0,162.2,1.11,54.5,4.19
Free State,Soybean,Sandy,518.1,22.3,18.9,129.1,301.1,1.68,8.2,3.97
Free State,Maize,Clay,533.4,25.2,29.2,125.0,219.3,2.72,14.5,5.41
Mpumalanga,Soybean,Sandy Loam,662.4,28.2,35.8,97.6,164.3,5.38,7.6,3.51
Free State,Maize,Clay,515.6,27.1,27.4,139.9,20.0,0.4,32.2,5.45
Mpumalanga,Sunflower,Clay,544.5,21.9,35.1,178.0,115.1,0.95,56.0,2.56
Free State,Sunflower,Sandy,498.6,15.3,28.3,123.7,203.1,1.1,23.6,2.2
North West,Sunflower,Loam,463.3,27.8,22.6,0.0,247.1,1.8,5.8,2.29
North West,Sunflower,Clay,581.3,12.0,35.8,250.8,97.2,5.92,1.0,2.32
North West,Sunflower,Clay,666.6,25.7,42.5,0.0,139.8,3.69,60.1,2.49
Limpopo,Wheat,Loam,783.4,21.6,38.5,47.0,268.6,1.04,23.7,5.84
KwaZulu-Natal,Soybean,Sandy Loam,523.4,13.6,22.7,333.4,242.3,1.4,38.4,4.65
North West,Maize,Sandy Loam,663.5,21.2,43.9,11.6,122.3,1.65,61.7,6.19
KwaZulu-Natal,Wheat,Sandy,586.1,17.3,37.1,133.6,124.7,1.46,17.3,2.73
Mpumalanga,Soybean,Sandy,408.5,31.0,18.2,128.6,277.5,1.74,13.9,2.77
KwaZulu-Natal,Maize,Clay,644.0,24.0,32.9,0.0,140.7,0.97,12.2,5.73
Mpumalanga,Maize,Sandy Loam,547.6,24.8,33.6,192.0,211.4,0.48,25.4,7.02
Mpumalanga,Soybean,Sandy,360.6,20.6,15.0,35.8,159.0,2.58,9.8,1.32
Limpopo,Wheat,Loam,591.9,17.9,33.8,35.1,233.0,1.11,11.7,5.25
Mpumalanga,Maize,Sandy,657.5,22.4,32.1,0.0,205.3,0.76,2.1,5.58
KwaZulu-Natal,Wheat,Sandy,563.4,19.5,29.7,180.0,152.2,3.91,5.6,3.68
Limpopo,Sunflower,Clay,347.1,27.9,22.9,157.2,129.3,3.86,41.5,1.11
Mpumalanga,Wheat,Clay,376.5,20.4,34.2,134.6,100.6,0.57,14.7,2.79
Free State,Sunflower,Sandy,484.6,15.3,21.2,148.7,383.1,2.4,60.7,3.23
Mpumalanga,Sunflower,Loam,501.1,19.4,30.8,182.6,148.5,1.65,18.1,2.54
Mpumalanga,Sunflower,Clay,462.7,28.0,25.5,125.5,243.5,3.2,13.7,1.66
North West,Soybean,Loam,442.8,22.9,32.2,221.5,173.7,0.36,61.4,3.7
North West,Maize,Loam,640.2,22.8,36.2,56.1,255.0,2.42,10.3,7.48
Free State,Wheat,Sandy,596.2,21.5,25.0,163.1,147.6,3.13,43.6,3.27
North West,Sunflower,Loam,451.3,20.9,26.5,86.6,86.1,3.95,19.2,1.93
Mpumalanga,Sunflower,Clay,553.5,26.7,42.8,24.9,314.3,0.86,11.0,2.71
Free State,Maize,Loam,310.9,25.7,25.1,93.9,184.2,0.26,6.7,5.71
KwaZulu-Natal,Wheat,Sandy Loam,696.4,20.1,36.7,308.2,201.2,3.59,16.8,5.29
Limpopo,Soybean,Loam,367.6,27.0,19.5,201.9,144.6,2.16,13.3,3.21
Limpopo,Maize,Sandy,346.7,15.2,12.3,173.4,102.5,4.33,28.6,4.69
KwaZulu-Natal,Sunflower,Loam,391.7,20.8,29.0,0.0,204.2,0.9,56.8,2.29
North West,Maize,Loam,695.5,19.3,40.5,85.8,204.4,2.24,3.6,7.74
KwaZulu-Natal,Wheat,Clay,150.0,20.8,5.0,14.2,244.4,2.95,13.7,1.89
Free State,Maize,Clay,621.2,22.6,32.9,37.6,214.6,2.62,15.2,5.96
KwaZulu-Natal,Soybean,Sandy Loam,259.2,22.3,12.6,57.9,202.7,5.77,7.2,1.42
Free State,Sunflower,Clay,799.2,21.1,38.4,0.0,220.3,0.69,22.2,3.21
North West,Sunflower,Clay,878.4,23.0,46.6,289.2,61.4,1.13,3.2,3.78
Mpumalanga,Wheat,Sandy,595.1,17.8,29.6,206.8,36.1,1.77,3.3,3.7
North West,Wheat,Sandy,516.1,25.3,30.3,8.7,229.1,2.36,9.5,3.46
Free State,Maize,Clay,463.9,23.7,,61.4,220.9,1.28,53.1,5.44
KwaZulu-Natal,Maize,Loam,815.5,24.3,49.7,239.4,209.1,4.44,10.1,8.85
Free State,Soybean,Sandy Loam,342.7,21.5,19.3,104.4,249.7,4.1,13.0,2.55
Mpumalanga,Maize,Sandy,459.9,20.4,21.4,127.0,135.0,4.07,10.4,4.59
Mpumalanga,Sunflower,Loam,415.7,28.0,22.9,79.8,259.6,1.99,3.5,2.32
KwaZulu-Natal,Sunflower,Sandy,672.7,22.8,37.1,131.6,132.4,1.42,2.0,2.5
Limpopo,Maize,Clay,593.0,21.9,30.0,149.5,220.9,1.53,1.0,6.58
Limpopo,Sunflower,Loam,349.3,23.9,21.2,1.9,231.8,0.73,9.5,2.27
Free State,Soybean,Loam,498.6,27.1,21.5,176.0,154.1,0.93,6.1,3.63
North West,Soybean,Sandy Loam,800.5,23.1,35.2,115.5,148.5,2.75,9.3,4.5
North West,Soybean,Sandy Loam,551.4,30.5,36.3,119.4,121.4,1.85,2.6,2.42
Limpopo,Wheat,Sandy,509.5,25.9,21.3,65.5,306.9,3.25,26.5,3.17
KwaZulu-Natal,Sunflower,Loam,782.0,15.7,42.9,0.0,215.7,2.03,29.9,3.65
Free State,Sunflower,Sandy,531.9,18.3,28.5,191.7,175.1,2.66,64.5,2.16
Free State,Wheat,Sandy Loam,466.9,25.6,20.1,50.7,172.2,1.21,8.5,3.14
North West,Maize,Sandy Loam,472.8,19.7,36.6,62.0,180.6,1.29,155.8,5.77
Free State,Soybean,Loam,264.9,21.3,24.4,188.4,236.2,0.99,3.3,3.23
Mpumalanga,Maize,Sandy Loam,442.5,18.5,27.6,30.4,161.4,4.28,22.7,4.97
Free State,Soybean,Sandy,646.7,20.9,35.3,15.3,226.2,1.0,31.8,3.9
Limpopo,Soybean,Loam,721.8,22.7,33.7,87.5,236.2,1.47,2.8,5.63
KwaZulu-Natal,Soybean,Sandy Loam,628.2,27.9,32.0,200.8,121.6,1.8,37.7,11.67
North West,Soybean,Sandy Loam,350.3,22.7,15.6,163.7,184.2,5.43,2.0,2.51
North West,Maize,Sandy Loam,560.3,23.6,35.1,184.1,20.0,3.66,28.8,6.1
Limpopo,Wheat,Sandy Loam,395.4,21.5,24.3,215.5,214.4,3.47,45.6,4.24
Free State,Sunflower,Sandy,547.2,22.0,40.1,120.0,249.3,3.49,2.7,3.12
Free State,Maize,Sandy Loam,763.9,24.8,39.2,180.6,176.1,2.26,6.7,8.16
Free State,Maize,Clay,596.5,22.7,33.4,17.6,182.0,3.26,7.9,5.69
Limpopo,Soybean,Sandy,583.7,21.8,31.2,115.7,186.9,2.87,1.0,3.46
North West,Soybean,Loam,442.5,27.7,22.4,211.2,185.0,2.59,39.8,3.14
Limpopo,Soybean,Clay,274.3,19.9,16.0,66.4,207.4,2.98,2.7,2.0
North West,Wheat,Clay,509.8,25.5,27.0,207.3,241.6,2.97,22.7,3.56
Limpopo,Maize,Sandy,650.8,23.5,38.8,47.4,227.8,2.45,20.0,6.2
Free State,Wheat,Loam,392.0,21.6,17.4,6.7,128.4,2.94,21.9,2.62
KwaZulu-Natal,Wheat,Sandy Loam,557.9,18.1,31.3,74.8,156.2,4.4,47.5,3.23
Free State,Sunflower,Sandy,700.0,26.2,41.7,92.2,178.5,5.49,35.8,3.27
Limpopo,Soybean,Loam,652.1,28.2,35.1,203.7,205.9,2.12,24.7,4.02
Limpopo,Wheat,Clay,892.2,17.4,48.8,43.8,212.0,0.86,79.7,5.48
Limpopo,Wheat,Sandy Loam,342.0,24.6,,204.8,190.3,1.66,32.1,3.89
Limpopo,Maize,Loam,400.1,20.2,21.6,150.6,62.9,2.52,53.7,5.38
KwaZulu-Natal,Wheat,Clay,437.1,17.7,24.7,29.5,260.9,3.35,1.4,3.21
North West,Maize,Sandy,656.1,18.1,40.6,0.0,232.7,5.19,13.0,5.7
Mpumalanga,Soybean,Sandy Loam,464.0,27.9,23.1,159.0,228.4,4.07,15.6,3.22
Free State,Maize,Loam,634.3,27.1,33.3,207.4,167.0,2.87,1.0,7.64
North West,Soybean,Sandy,598.5,16.4,25.3,144.5,183.7,0.66,5.7,3.87
Free State,Wheat,Sandy Loam,575.8,19.0,27.6,50.4,99.6,4.07,18.1,3.69
Limpopo,Sunflower,Sandy Loam,475.5,23.6,26.2,271.8,149.8,3.51,20.3,2.83
Limpopo,Sunflower,Sandy,392.4,20.0,22.6,168.9,206.5,3.06,6.1,2.15
Free State,Sunflower,Sandy,482.9,18.9,24.1,210.3,201.8,1.11,24.6,2.57
North West,Maize,Sandy,532.8,20.2,30.4,109.2,126.9,1.9,54.7,4.83
KwaZulu-Natal,Soybean,Sandy,505.6,22.1,28.2,51.7,112.9,0.62,30.1,2.35
Limpopo,Wheat,Sandy Loam,626.1,23.4,28.9,167.1,207.0,2.6,5.6,4.7
Free State,Soybean,Sandy,270.3,18.6,9.5,369.4,137.1,0.49,37.7,2.82
Limpopo,Maize,Sandy Loam,496.6,21.6,29.4,91.2,252.5,1.51,12.0,6.78
KwaZulu-Natal,Maize,Sandy Loam,596.6,18.2,25.4,83.5,254.8,3.62,71.1,6.38
KwaZulu-Natal,Soybean,Sandy Loam,653.0,22.9,31.0,225.1,119.7,2.4,19.7,3.75
North West,Soybean,Sandy Loam,369.2,21.9,22.5,298.7,83.3,1.13,1.5,3.46
KwaZulu-Natal,Soybean,Sandy,558.2,22.7,26.7,133.2,189.2,2.79,54.9,3.19
Free State,Wheat,Loam,711.2,22.0,39.2,107.4,97.3,3.23,20.2,4.59
KwaZulu-Natal,Maize,Sandy Loam,273.3,26.2,16.3,181.4,191.7,5.62,63.0,4.87
KwaZulu-Natal,Sunflower,Clay,379.8,18.1,16.0,240.6,183.5,4.14,57.9,1.69
Limpopo,Sunflower,Sandy,754.5,19.9,47.6,74.7,138.8,1.84,1.2,2.62
Free State,Sunflower,Sandy Loam,326.3,17.9,27.5,0.0,271.9,1.71,30.3,2.0
Mpumalanga,Soybean,Sandy,429.8,23.5,25.1,208.8,170.1,4.97,22.8,2.62
Mpumalanga,Maize,Sandy,389.0,17.6,19.3,10.0,191.4,1.85,4.4,4.51
KwaZulu-Natal,Sunflower,Sandy Loam,604.3,19.9,28.2,78.5,234.0,3.61,50.8,2.65
Free State,Maize,Loam,500.2,26.6,24.1,105.9,223.9,3.47,25.9,7.05
KwaZulu-Natal,Sunflower,Sandy Loam,503.4,21.7,24.5,112.6,145.8,1.81,3.2,1.84
KwaZulu-Natal,Sunflower,Sandy Loam,493.0,24.5,34.1,187.0,217.2,1.47,62.6,2.66
North West,Sunflower,Sandy Loam,592.3,23.5,38.9,43.1,300.5,1.33,92.5,2.92
Free State,Maize,Sandy Loam,382.8,25.3,23.0,29.1,185.8,2.41,17.7,5.41
Free State,Wheat,Clay,924.3,22.9,50.9,100.5,217.9,2.67,10.2,5.53
Free State,Wheat,Clay,588.5,19.1,30.2,59.6,262.7,0.9,1.2,4.11
Free State,Sunflower,Clay,618.3,28.6,32.2,81.3,122.9,0.72,30.5,1.83
North West,Soybean,Clay,717.1,18.9,45.1,131.6,139.3,2.0,69.4,3.97
Mpumalanga,Sunflower,Sandy,772.1,20.3,41.3,74.9,85.9,0.69,21.6,2.22
KwaZulu-Natal,Maize,Sandy,475.9,22.1,29.2,85.5,279.8,2.26,8.4,6.14
Limpopo,Wheat,Loam,376.5,25.2,16.2,107.7,143.6,3.99,47.6,3.78
Limpopo,Wheat,Loam,531.3,21.1,24.7,26.8,213.8,0.65,30.6,4.48
KwaZulu-Natal,Maize,Loam,438.7,17.7,,188.6,226.1,0.8,1.0,7.67
North West,Sunflower,Clay,618.0,22.0,30.6,186.3,215.5,1.03,25.6,2.71
Free State,Soybean,Clay,489.1,21.6,25.4,138.7,220.8,1.54,3.7,3.36
Limpopo,Wheat,Sandy Loam,427.4,26.8,29.1,97.5,99.0,5.9,6.4,3.04
KwaZulu-Natal,Soybean,Sandy Loam,573.4,25.5,25.6,156.8,241.4,5.13,51.0,3.8
North West,Soybean,Sandy Loam,521.4,15.5,38.2,168.8,282.8,3.79,23.5,4.34
North West,Soybean,Sandy Loam,378.2,26.0,23.7,90.1,59.6,2.31,1.4,2.72
KwaZulu-Natal,Sunflower,Loam,782.3,24.2,52.9,249.7,211.0,2.17,28.2,3.57
KwaZulu-Natal,Maize,Sandy Loam,781.6,27.3,42.2,195.8,211.9,2.41,3.7,8.59
North West,Soybean,Clay,611.5,19.0,30.3,12.3,237.8,2.38,128.1,3.17
KwaZulu-Natal,Soybean,Loam,642.4,24.2,47.1,140.3,135.4,1.69,8.2,4.28
Limpopo,Sunflower,Sandy,557.2,21.0,37.5,156.6,196.1,3.11,22.3,2.71
Mpumalanga,Soybean,Sandy,429.9,17.0,26.1,161.7,211.9,1.72,21.7,2.24
Limpopo,Soybean,Sandy Loam,728.3,25.0,39.7,84.7,313.0,0.65,22.5,4.25
North West,Maize,Sandy Loam,261.8,17.6,18.5,7.9,100.9,1.05,104.7,4.44
Limpopo,Soybean,Sandy Loam,566.0,24.4,32.2,196.4,143.8,3.69,10.1,3.38
Limpopo,Soybean,Loam,603.0,24.5,40.9,214.8,263.0,2.65,27.5,4.87
Limpopo,Wheat,Sandy Loam,628.1,19.5,31.6,69.8,175.2,2.55,38.5,3.6
North West,Sunflower,Loam,607.1,20.1,31.9,164.8,55.5,5.24,33.2,2.52
Mpumalanga,Maize,Sandy,499.4,26.9,30.9,59.5,150.2,3.41,12.4,4.86
KwaZulu-Natal,Maize,Sandy,423.6,22.7,15.7,289.0,246.4,1.75,1.5,5.62
Limpopo,Maize,Clay,611.8,21.7,32.8,99.5,173.2,0.62,43.9,6.38
North West,Sunflower,Sandy,582.2,19.4,29.1,248.7,221.6,1.21,21.2,2.96
Limpopo,Wheat,Sandy Loam,530.2,28.4,33.0,203.9,199.7,2.78,9.6,4.55
Limpopo,Sunflower,Loam,483.0,21.1,25.9,206.2,204.5,4.04,10.6,2.96
Free State,Sunflower,Sandy Loam,583.2,20.9,18.8,138.3,209.8,2.03,9.5,3.87
KwaZulu-Natal,Maize,Loam,784.6,19.9,47.9,199.9,181.4,3.07,107.4,8.21
Mpumalanga,Maize,Sandy,458.0,19.1,29.4,206.1,186.8,3.42,12.6,5.38
KwaZulu-Natal,Soybean,Loam,616.3,19.3,30.9,154.0,112.4,2.81,3.5,3.92
North West,Wheat,Loam,420.0,19.0,22.8,143.0,159.1,6.0,58.8,2.66
Mpumalanga,Wheat,Sandy Loam,546.6,29.3,25.5,162.9,176.5,2.68,28.9,3.91
Free State,Maize,Loam,564.2,20.6,28.1,176.3,196.4,0.19,48.3,7.74
Free State,Sunflower,Clay,784.5,25.8,46.4,124.5,49.6,1.63,26.2,1.97
Limpopo,Sunflower,Clay,597.6,20.8,41.4,131.5,313.5,5.3,5.9,2.3
North West,Maize,Sandy Loam,806.2,23.0,42.0,185.5,178.7,1.71,10.6,8.1
Free State,Maize,Sandy,228.1,21.1,10.6,45.3,232.8,2.29,19.6,3.58
Mpumalanga,Wheat,Clay,426.3,17.6,26.2,92.0,210.1,3.45,7.4,3.06
Free State,Wheat,Clay,783.9,16.3,35.9,116.2,176.1,3.25,17.2,4.81
Limpopo,Maize,Loam,538.2,20.2,25.5,69.2,135.0,1.86,8.1,6.41
KwaZulu-Natal,Wheat,Clay,664.9,23.3,38.9,19.3,193.3,0.07,16.6,4.66
North West,Sunflower,Sandy Loam,705.6,21.4,49.5,196.4,275.0,1.5,5.3,3.78
Limpopo,Maize,Clay,649.8,17.4,41.2,89.1,100.4,1.24,31.0,6.53
North West,Maize,Sandy Loam,635.2,33.1,39.5,131.4,210.2,0.7,15.9,6.1
Mpumalanga,Wheat,Loam,442.2,13.3,28.0,178.2,276.0,2.58,48.9,4.36
Free State,Maize,Loam,595.5,20.2,31.6,101.0,154.8,0.85,54.7,7.64
KwaZulu-Natal,Soybean,Sandy,505.9,22.7,22.1,167.0,187.5,2.25,17.3,1.83
Free State,Maize,Clay,640.1,22.8,31.1,276.8,177.6,0.94,11.0,6.79
Mpumalanga,Sunflower,Clay,809.5,17.7,50.9,152.4,222.4,0.24,32.1,3.86
Limpopo,Maize,Sandy Loam,838.3,27.0,47.5,201.5,134.0,1.39,24.9,7.83
North West,Wheat,Sandy Loam,659.8,22.4,28.4,49.5,271.5,0.3,24.6,5.29
North West,Soybean,Sandy,698.4,26.3,33.2,0.0,77.6,2.29,34.6,3.07
KwaZulu-Natal,Maize,Loam,562.1,18.6,29.6,79.0,255.1,3.6,54.3,7.15
North West,Soybean,Sandy,353.8,25.8,17.6,0.0,64.0,0.34,18.7,1.38
Mpumalanga,Wheat,Loam,702.2,19.9,31.7,171.9,130.9,2.45,15.1,5.38
KwaZulu-Natal,Soybean,Sandy,766.1,21.5,42.0,10.2,278.9,0.35,96.9,4.0
KwaZulu-Natal,Sunflower,Sandy Loam,720.3,24.3,33.3,205.2,135.0,0.98,33.0,2.89
North West,Soybean,Clay,389.9,17.4,23.7,97.9,234.5,2.45,7.1,2.67
Free State,Soybean,Clay,490.7,23.1,21.7,0.0,105.0,3.4,22.0,1.99
Mpumalanga,Wheat,Sandy,210.0,22.3,8.9,63.5,158.7,1.95,14.5,1.33
Free State,Soybean,Loam,563.8,22.9,31.5,231.2,210.4,3.41,23.9,4.34
Limpopo,Maize,Sandy,663.7,22.7,33.2,100.1,260.1,2.73,17.1,6.28
Limpopo,Wheat,Loam,683.0,23.5,47.6,105.4,75.9,1.16,19.1,4.05
Limpopo,Sunflower,Loam,598.0,19.6,32.7,251.3,156.4,3.99,8.1,3.36
Mpumalanga,Soybean,Sandy Loam,570.6,16.6,26.3,43.2,201.3,2.09,46.0,3.71
Free State,Sunflower,Sandy Loam,483.9,25.2,27.0,185.2,195.5,2.39,32.4,3.16
Limpopo,Maize,Sandy Loam,591.8,23.1,27.4,197.5,233.1,0.87,47.5,7.68
North West,Sunflower,Sandy Loam,167.5,28.8,5.0,110.2,187.6,1.22,25.9,0.55
Free State,Sunflower,Sandy Loam,373.2,21.7,18.1,57.4,85.3,0.89,37.2,2.11
KwaZulu-Natal,Maize,Loam,476.2,22.3,23.6,84.4,293.2,2.83,5.0,7.37
North West,Sunflower,Loam,520.3,16.4,27.0,0.0,121.8,3.09,29.7,2.23
Free State,Maize,Sandy,672.4,22.8,31.7,170.2,133.2,2.77,19.1,5.52
Mpumalanga,Sunflower,Sandy,245.6,27.4,15.9,130.7,174.0,4.23,18.0,0.99
North West,Wheat,Loam,705.0,24.8,37.3,33.6,73.5,0.48,52.6,4.44
